duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:03:55,7300,0.23282532565295697,5.725950376104743,104.0,2.8629751880523715
0:03:59,7400,0.23140804201364518,6.458715185674237,104.0,3.2293575928371183
0:04:02,7500,0.22904347851872445,6.561800852212497,104.0,3.280900426106249
0:04:05,7600,0.23000341564416885,0.8022451503025365,104.0,0.4011225751512682
0:04:08,7700,0.22613225534558296,1.0834848333049478,104.0,0.5417424166524739
0:04:11,7800,0.228458993434906,2.750125478183958,104.0,1.375062739091979
0:04:14,7900,0.22983061216771603,2.614627684156761,104.0,1.3073138420783805
0:04:17,8000,0.2272763143479824,-0.6403266653772107,104.0,-0.32016333268860536
0:04:20,8100,0.22206885516643524,3.9380248012969616,104.0,1.9690124006484808
0:04:24,8200,0.22910381585359574,2.612568938147183,104.0,1.3062844690735915
